ID,URL,Title,body,Country,Group,Protest,Protest_Typ,Discrim,Discrim_Type
385,https://celebs.hellonews.site/us-and-australia-close-border-to-chinese-arrivals-amid-cornoavirus-outbreak/,US and Australia close border to Chinese arrivals amid Cornoavirus outbreak - Celebs,,none,none,0,0,0,0
390,https://tonnietaller.wordpress.com/2020/02/01/coronavirus-us-and-australia-close-borders-to-chinese-arrivals/,Coronavirus: US and Australia close borders to Chinese arrivals,,none,none,0,0,0,0
391,https://www.dynamitenews.com/story/chinese-gymnasts-pull-out-of-world-cup-in-australia-due-to-coronavirus-travel-ban,Chinese gymnasts pull out of World Cup in Australia due to coronavirus travel ban,,AUS,chinese,0,0,0,0
403,https://247newsaroundtheworld.com/coronavirus-australia-confirms-fifteenth-case-as-chinese-woman-in-queensland-tests-positive/,Coronavirus: Australia confirms fifteenth case as Chinese woman in Queensland tests positiveÂ Â  - 247 News Around The World,,AUS,none,0,0,0,0
406,https://www.devdiscourse.com/article/sports-games/875688-chinese-gymnasts-pull-out-of-world-cup-in-australia-due-to-coronavirus-travel-ban,Chinese gymnasts pull out of World Cup in Australia due to coronavirus travel ban,,AUS,chinese,0,0,0,0
407,https://www.patreon.com/posts/chinese-students-33748511,Chinese Students Are Lying On Immigration Cards To Get Into Australia | A Different View on Patreon,,none,none,0,0,0,0
409,https://www.clickysound.com/chinese-woman-granted-exception-to-coronavirus-travel-ban-so-she-can-travel-to-australia-to-visit-her-dying-son/,Chinese woman granted exception to coronavirus travel ban so she can travel to Australia to visit her dying son,,none,none,0,0,0,0
410,http://zla.biz/australia-reopens-the-door-to-some-chinese-students-after-coronavirus-ban/,Australia reopens the door to some Chinese students after coronavirus ban,,AUS,none,0,0,0,0
417,http://scoretv.roxsport.club/live.php?v=Australia+W+vs+Chinese+Taipei+W&c=+Olympic+Games+Women+-+Qualification+-+Third+stage&m=soccer,Australia W vs Chinese Taipei W LIVE STREAMING,,none,none,0,0,0,0
418,https://alexpresents.com/2020/02/01/coronavirus-us-and-australia-close-borders-to-chinese-arrivals/,Coronavirus: US and Australia close borders to Chinese arrivals,,none,none,0,0,0,0
422,https://unbfacts.fun/sin-categoria/australia-reopens-the-door-to-some-chinese-students-after-coronavirus-ban/,Australia Reopens the Door to Some Chinese Students After Coronavirus Ban,,none,none,0,0,0,0
423,https://www.competitionpolicyinternational.com/australia-clears-approves-lion-dairy-drinks-sale-to-chinese/,"Australia Clears Approves Lion Dairy, Drinks Sale To Chinese - Competition Policy International",,AUS,none,0,0,0,0
425,https://www.youtube.com/watch?v=fmK8970luBk,Chinese in Australia Donated Medical Supplies to Their Alma Maters in Chongqing,,AUS,chinese,0,0,0,0
430,http://sportv.live4ktv.club/live.php?v=Australia+W+vs+Chinese+Taipei+W&m=soccer,Australia W vs Chinese Taipei W LIVE STREAMING,,none,none,0,0,0,0
432,https://www.thechronicleherald.ca/news/world/australia-reopens-the-door-to-some-chinese-students-after-coronavirus-ban-414355/,Australia reopens the door to some Chinese students after coronavirus ban,,AUS,chinese,0,0,0,0
437,https://www.youtube.com/watch?v=8fO359YW1hY,Match highlights   Australia v Chinese Taipei   Women's Olympic Football Tournament Qualifier,,none,none,0,0,0,0
443,https://www.tuko.co.ke/338559-coronavirus-chinese-football-team-forced-train-corridors-australia-hotel.html,Coronavirus: Chinese football team forced to train in corridors of Australia hotel â–· Tuko.co.ke,,AUS,chinese,0,0,0,0
445,https://www.medianet.com.au/releases/183889/,Atlas Advisors Australia: Chinese investors pitch in to help bushfires recovery and Mogo Wildlife Park Foundation,,AUS,chinese,0,0,0,0
446,https://caanhousinginequalitywithaussieslockedout.com/2020/02/18/firb-watchdog-says-australia-should-chill-out-about-chinese-cash/,FIRB Watchdog Says Australia should Chill Out about Chinese Cash!,,AUS,none,0,0,0,0
450,https://www.youtube.com/watch?v=c82lAx_FIXg,Australia's Tasmanian Planning Commission reject Chinese Tourist Development near Swansea.,,none,none,0,0,0,0
455,https://yaleglobal.yale.edu/content/chinese-language-newspapers-australia,Chinese Language Newspapers in Australia,,none,none,0,0,0,0
457,https://www.patreon.com/posts/australia-to-of-33948608,Australia: Addicted To The Drug Of Chinese Money & Now Their Drug Dealer Has Disappeared,,none,none,0,0,0,0
461,https://www.youtube.com/watch?v=5i38DFRVlew,"Australia announced travel ban on Chinese tourists, I want to say something. æ¾³æ´²ç¦æ­¢ä¸­å›½å…¬æ°‘å…¥å¢ƒï¼Œæˆ‘æƒ³è¯´ç‚¹ä»€ä¹ˆ",,none,none,0,0,0,0
464,https://www.youtube.com/watch?v=INJNuPLRLfE,Lion Dance Chinese New Year 2020 Melbourne Australia 2020å¹´å†œåŽ†æ–°å¹´æ¾³å¤§åˆ©äºšèˆžç‹® MÃºa lÃ¢n phá»‘ TÃ u mÃ¹ng 9 Táº¿t 2020,,none,none,0,0,0,0
466,https://www.anews.com/us/n/123700197-coronavirus-us-and-australia-close-borders-to-chinese-arrivals/,Coronavirus: US and Australia close borders to Chinese arrivals,,none,none,0,0,0,0
471,https://www.youtube.com/watch?v=9EOmHxqzaC8,Australia NSW ICAC Jamie Clements denies taking $100K cash in an Aldi bag from Chinese billionaire,,none,none,0,0,0,0
483,https://www.dailytelegraph.com.au/news/opinion/alan-jones-were-infected-with-the-virus-of-increasing-chinese-ownership-of-everything-australian/news-story/3a955767a44b63ff2e2637195b10a920,Alan Jones: Australia being milked by Chinese ownership,,none,none,0,0,0,0
485,https://www.patreon.com/posts/35138055,Australia Post Opens Special Post Office Just For Chinese | A Different View on Patreon,,none,none,0,0,0,0
490,https://www.thenational.ae/uae/health/coronavirus-chinese-student-tests-positive-in-australia-after-dubai-trip-1.987212,Coronavirus: Chinese student tests positive in Australia after Dubai trip,,AUS,chinese,0,0,0,0
494,https://www.youtube.com/watch?v=FzYKmF9lcC0,Australia: Corona +Ve Chinese woman caught on camera spitting on bananas at suburban supermarket.,,AUS,chinese,0,0,0,0
508,https://www.youtube.com/watch?v=q-CXV_o_5rM,Australia universities let Chinese students get around a travel ban. Critics warn it could spread t,,none,none,0,0,0,0
510,https://threadreaderapp.com/thread/1242611100958576641.html,Thread by &BaronStrucker: 1 : Video thread of Chinese intentionally spreading the #CoronaVirus WTF is wrong with these people? Australia : Infected Woman in supermarkâ€¦,,AUS,chinese,0,0,0,0
511,https://www.skynews.com.au/details/_6145946696001,NSW Labor MP is 'pathetically putting out Chinese propaganda' | Sky News Australia,,AUS,none,1,1,0,0
512,https://www.skynews.com.au/details/_6138580998001,Sale of dairy industry to Chinese investors an 'affliction' on Australian sovereignty | Sky News Australia,,AUS,none,0,0,0,0
520,https://cairnsnews.org/2020/03/03/lnp-alp-nexus-milking-australia-dry-for-their-chinese-masters/,LNP/ALP nexus milking Australia dry for their Chinese masters,,AUS,none,1,1,0,0
536,https://pjmedia.com/instapundit/362731/,Instapundit Â» Blog Archive Â» HOW A CHINESE COMPANY shipped massive quantities of medical gear out of Australia at the beginning oâ€¦,,none,none,0,0,0,0
540,https://www.businesslive.co.za/bd/world/asia/2020-03-25-australia-demands-release-of-writer-in-chinese-jail/,Australia demands release of writer in Chinese jail,,AUS,none,0,0,0,0
542,https://whatsnew2day.com/pauline-hanson-warns-of-a-massive-chinese-buyout-from-australia-during-a-recession-in-the-corona-virus/,Pauline Hanson warns of a massive Chinese buyout from Australia during a recession in the corona virus,,none,none,0,0,0,0
547,http://freerepublic.com/focus/f-news/3825830/posts,"""Chinese Virus, Boeing, Australia Weather: Your Tuesday Briefing"" (New York Times e-headline on Jan 20, 2020)",,none,none,0,0,0,0
558,https://www.bigfooty.com/forum/threads/chinese-government-raids-australias-shops-of-medical-supplies-appropriate-revenge.1238149/,Politics - Chinese government raids Australia's shops of medical supplies - Appropriate revenge?,,none,none,0,0,0,0
