ID,URL,Title,body,Country,Group,Protest,Protest_Type,Discrim,Discrim_Type
2033,https://www.ndtv.com/cities/11-year-old-dalit-girl-allegedly-raped-in-uttar-pradeshs-amethi-police-2216571,11-Year-Old Dalit Girl Allegedly Raped In Uttar Pradesh's Amethi: Police,,IND,dalit,0,0,1,3
2045,https://www.news18.com/news/india/lodged-at-quarantine-centre-man-booked-for-refusing-to-eat-food-cooked-by-dalit-village-head-in-ups-kushinagar-2576365.html,"Lodged at Quarantine Centre, Man Booked For Refusing to Eat Food Cooked by Dalit Village Head in UP's Kushinagar",,IND,dalit,0,0,1,3
2075,https://scroll.in/latest/959035/bhima-koregaon-case-dalit-leaders-amnesty-condemn-sc-order-on-arrests-of-teltumbde-navlakha,"Bhima Koregaon case: Dalit leaders, Amnesty condemn SC order on arrests of Teltumbde, Navlakha",,IND,dalit,1,1,1,3
2081,https://feminisminindia.com/2020/04/03/rise-fall-dalit-journalism-india/,The Rise And The Fall Of Dalit Journalism In India | Feminism In India,,IND,dalit,1,3,1,3
2083,https://www.newsclick.in/hathras-gangrape-uks-feminist-dalit-organisations-write-unhr-commissioner-demand-action-cms,"Hathras Gangrape: UKâ€™s Feminist, Dalit Organisations Write to UNHR Commissioner, Demand Action for UP CMâ€™s Dismissal | NewsClick",,IND,dalit,1,1,1,3
2108,https://www.firstpost.com/long-reads/dalit-shahirs-of-maharashtra-sambhaji-bhagat-takes-ambedkar-to-the-world-5600991.html,Dalit shahirs of Maharashtra: Sambhaji Bhagat takes Ambedkar to the world - Firstpost,,IND,dalit,0,0,1,3
2109,https://dalithistorymonth.medium.com/happy-mahatma-phule-jayanthi-to-all-f2bfa4d93ef6,Happy Mahatma Phule Jayanthi to all!,,IND,dalit,0,0,1,3
2131,https://www.firstpost.com/long-reads/dalit-shahirs-of-maharashtra-arjun-hari-bhaleraos-perseverance-amid-adversity-5233941.html,Dalit shahirs of Maharashtra: Arjun Hari Bhalerao's perseverance amid adversity - Firstpost,,IND,dalit,0,0,1,3
2140,https://www.hastakshepnews.com/corona-crisis-and-dalit-scenario/,Corona Crisis and Dalit Scenario | hastakshep news,,IND,dalit,0,0,1,3
2151,https://www.moneycontrol.com/news/trends/ambedkar-jayanti-2020-a-day-to-commemorate-the-life-and-work-of-the-champion-of-dalit-rights-5142811.html,Ambedkar Jayanti 2020: A day to commemorate the life and work of the champion of Dalit rights,,IND,dalit,0,0,1,3
2160,https://timesofindia.indiatimes.com/city/ranchi/woman-dies-of-hunger-in-ramgarh-district-admin-denies/articleshow/74956765.cms,"Woman dies of â€˜hungerâ€™ in Ramgarh district, admin denies | Ranchi News - Times of India",,IND,dalit,0,0,1,4
2167,https://indianexpress.com/article/cities/mumbai/coronavirus-lockdown-milind-kamble-highlights-plight-jobless-dalit-workers-6361035/,Coronavirus lockdown: Milind Kamble highlights the plight of jobless Dalit workers,,IND,dalit,0,0,1,4
2168,https://www.news18.com/news/politics/mayawati-demands-action-against-bjp-mp-for-assault-on-dalit-tehsildar-in-ups-kannauj-2571085.html,Mayawati Demands Action against BJP MP for Assault on Dalit Tehsildar in UPâ€™s Kannauj,,IND,dalit,0,0,1,3
2169,https://www.outlookindia.com/website/story/india-news-elgar-parishad-case-activist-scholar-anand-teltumbde-surrenders-before-nia/350712,"Elgar Parishad: Dalit Scholar Anand Teltumbde, Activist Gautam Navlakha Surrender Before NIA",,IND,dalit,1,3,1,4
2179,https://www.deccanherald.com/national/north-and-central/mayawati-seeks-strict-action-against-bjp-mp-for-assaulting-dalit-officer-823269.html,Mayawati seeks strict action against BJP MP for assaulting Dalit officer,,IND,dalit,0,,,
2181,https://dnd.com.pk/a-letter-from-dalit-student-rohith-vemula-to-unesco/186191,A letter from Dalit student Rohith Vemula to UNESCO,,IND,dalit,1,3,,
2192,https://www.newindianexpress.com/cities/bengaluru/2020/apr/12/dalit-woman-alleges-husband-died-in-police-custody-2128968.html,Dalit woman alleges husband died in police custody,,IND,dalit,0,,,
2204,http://mauce.nl/site/nordic-mission-signs-norwegian-black-metal-band-cloth/,"Nordic Mission signs Norwegian Black Metal Band â€˜Clothâ€™ (Members from Stronghold, Dalit and Aspiration)",,none,none,0,,,
2220,https://countercurrents.org/2020/04/covid19-and-issues-of-basic-amenities-in-dalit-hamlets-of-odisha/,COVID19 and Issues of Basic Amenities in Dalit Hamlets of Odisha | Countercurrents,,IND,dalit,1,3,,
2222,https://www.tribuneindia.com/news/nation/dalit-scholar-teltumbde-sent-in-nia-custody-71093,Dalit scholar Teltumbde sent in NIA custody,,IND,dalit,1,1,,
2231,https://www.newindianexpress.com/nation/2020/apr/29/dalit-teen-raped-in-up-neighbour-arrested-police-2136946.html,"Dalit teen raped in UP, neighbour arrested: Police",,IND,dalit,0,,,
2236,https://www.freepressjournal.in/india/mocked-for-taking-rs-500-from-pm-dalit-woman-slams-beneficiary-shamers,"Mocked for taking Rs 500 from PM, Dalit woman slams â€˜beneficiary shamersâ€™",,none,none,0,,,
2239,https://www.theweek.in/wire-updates/national/2020/04/13/des27-up-dalit-fir--corrected.html,Man in UP's Kushinagar booked for refusing to eat food cooked by Dalit village head,,IND,dalit,1,3,,
2240,https://kractivist.org/dalit-youth-kills-self-after-being-tortured-by-uttar-pradesh-police-for-breaking-quarantine-rule/,Dalit youth kills self after being tortured by Uttar Pradesh police for breaking quarantine rule,,IND,dalit,1,3,,
2249,https://cnnphilippines.com/world/2020/4/16/dalits-india-coronavirus-pandemic.html,Under India's caste system Dalits are considered untouchable. The coronavirus is intensifying that slur,,IND,dalit,0,,,
2268,https://www.goodreads.com/work/best_book/68364958-coming-out-as-dalit-a-memoir,Coming Out as Dalit,,IND,dalit,0,,,
2306,https://www.business-standard.com/article/pti-stories/dalit-teen-raped-in-up-neighbour-arrested-police-120042900807_1.html,"Dalit teen raped in UP, neighbour arrested: Police",,IND,dalit,0,,,
2316,https://threadreaderapp.com/thread/1250876620061110273.html,Thread by &SanjeevSanskrit: Who &AmbedkarCaravan? The patient of indigestion who keeps abusing faiths of crores of Dalits? What is contribution of rabid dogs in Dalit uâ€¦,,IND,dalit,0,,,
2317,https://books.google.com/books/about/Dalit_Theology_after_Continental_Philoso.html?id=R1-vDAAAQBAJ,Dalit Theology after Continental Philosophy,,IND,dalit,0,,,
2319,https://wealthy-healthylife.com/?p=16433,Does this disgust you This is being done on Ambedkar Jayanti. A man who fought for Dalit rights surrendering himself to the cops. On a day when the country saw visuals of a poor man and dogs feeding themselves milk spilt on the road. What will a virus kil,,IND,dalit,0,,,
2321,https://thesamikhsya.com/breaking-news/man-booked-for-refusing-to-eat-food-cooked-by-dalit,Man booked for refusing to eat food cooked by Dalit - The Samikhsya,,IND,dalit,1,3,,
2328,http://www.prameyanews.com/man-booked-for-refusing-to-eat-food-cooked-by-dalit/,Man booked for refusing to eat food cooked by Dalit,,IND,dalit,1,3,,
2331,https://www.realindia.exposed/2020/04/siddalingaiah-dalit-activist-who.html,Siddalingaiah: The Dalit Activist Who Resists Through Poems - Feminism in India,,IND,dalit,0,,,
2333,https://www.realindia.exposed/2020/04/under-indias-caste-system-dalits-are_15.html,Under India's caste system Dalits are considered untouchable. The coronavirus is intensifying that slur - CNN,,IND,dalit,0,,,
2338,https://www.realindia.exposed/2020/04/siddalingaiah-dalit-activist-who_7.html,Siddalingaiah: The Dalit Activist Who Resists Through Poems - Feminism in India,,IND,dalit,0,,,
2352,https://www.realindia.exposed/2020/04/dalit-feminists-should-be-leaders-of_4.html,Dalit Feminists Should Be The Leaders of The Women's Rights Movement In India - Wear Your Voice,,IND,dalit,0,,,
2372,https://www.prokerala.com/news/articles/a1028038.html,Mayawati for action against BJP MP for assault on Dalit official,,IND,dalit,1,1,,
2373,https://www.goethe.de/ins/in/en/ver.cfm?fuseaction=events.detail&event_id=21822948,Online Film Screening & Discussion: Dalit Art Archive - Goethe-Institut Indien,,IND,dalit,0,,,
2377,https://www.socialnews.xyz/2020/04/14/mumbai-koregaon-bhima-case-dalit-activist-teltumbde-surrenders-to-nia-gallery/,Mumbai: Koregaon - Bhima case: Dalit activist Teltumbde surrenders to NIA #Gallery - Social News XYZ,,IND,dalit,0,,,
2393,https://www.dtnext.in/News/National/2020/04/14183134/1225044/KoregaonBhima-case-Dalit-activist-Anand-Teltumbde-.vpf,Koregaon-Bhima case: Dalit activist Anand Teltumbde surrenders to NIA,,IND,dalit,1,3,,
2409,https://www.timesnownews.com/mirror-now/in-focus/article/23-year-old-youth-in-quarantine-refuses-to-eat-food-prepared-by-dalit-cook/594497,23-year-old youth in quarantine refuses to eat food prepared by Dalit cook,,IND,dalit,1,3,,
2416,https://globalvoices.org/2020/05/31/dalit-youth-and-five-of-his-friends-stoned-to-death-in-nepal-because-of-his-love-for-an-upper-caste-girl/,Dalit youth and five of his friends stoned to death in Nepal because of his love for an upper-caste girl Â· Global Voices,,IND,dalit,1,3,,
2417,https://www.siasat.com/hyderabad-mim-activist-arrested-minor-dalit-girl-rape-case-1885258/,Hyderabad: MIM activist arrested in minor Dalit girl rape case,,IND,dalit,0,,,
2421,https://swarajyamag.com/politics/how-lockdown-saved-a-minor-dalit-girl-from-west-bengal-from-being-trafficked,How Lockdown Saved A Minor Dalit Girl From West Bengal From Being TraffickedÂ ,,IND,dalit,0,,,
2427,https://www.hindustantimes.com/india-news/rajasthan-minor-dalit-girl-gang-raped-17-week-pregnant-accused-absconding/story-7Ot27rgEn3WEwXWs8q1XtK.html,"Rajasthan minor dalit girl gang-raped, 17-week pregnant, accused absconding",,IND,dalit,1,1,,
2454,https://www.news18.com/news/world/dalit-boy-and-his-2-friends-killed-in-nepal-by-family-of-upper-caste-girl-he-wanted-to-marry-2638145.html,Dalit Boy and His 2 Friends Killed in Nepal by Family of Upper-caste Girl He Wanted to Marry,,IND,dalit,0,,,
2457,https://www.thequint.com/voices/opinion/conversions-to-hinduism-case-for-recognising-dalit-muslims,Conversions to Hinduism & the Case for Recognising Dalit Muslims,,IND,dalit,0,,,
2461,https://www.thehindu.com/news/national/tamil-nadu/former-union-minister-dalit-ezhilmalai-passes-away-at-74/article31515262.ece,Former Union Minister Dalit Ezhilmalai passes away at 74,,IND,dalit,0,,,
2463,https://www.thenewsminute.com/article/young-dalit-man-assaulted-and-made-drink-urine-telangana-4-held-125096,"Young Dalit man assaulted and made to drink urine in Telangana, 4 held",,IND,dalit,0,,,
2475,https://www.thehindu.com/books/books-reviews/memoirs-of-a-dalit-communist-the-many-worlds-of-rb-more-review-the-revolutionary-is-dead-long-live-the-revolutionary/article31693303.ece,"G. Sampath reviews Memoirs of a Dalit Communist: The Many Worlds of R.B. More, edited by Anupama Rao",,IND,dalit,0,,,
2477,http://twocircles.net/2020may01/436366.html,This Dalit woman activist is taking Dalit history to grassroots in Rajasthan,,IND,dalit,0,,,
2489,https://www.pscp.tv/nitin_gadkari/1MnxnQQwXzdJO,"Nitin Gadkari: ""#LiveNow Interaction with members of Dalit Industries Chamber of Commerce of India.""",,IND,dalit,0,,,
2527,https://www.forwardpress.in/2020/05/a-saffron-corporate-war-on-the-dalit-obc-and-adivasi-working-class/,"A saffron-corporate war on the Dalit, OBC and Adivasi working class",,IND,dalit,1,1,,
2530,https://www.edexlive.com/news/2020/may/12/this-vellore-based-ngo-is-empowering-dalit-women-to-fight-for-their-land-rights-11953.html,This Vellore-based NGO is empowering Dalit women to fight for their land-rights,,IND,dalit,1,2,,
2554,https://www.outlookhindi.com/country/state/beheaded-body-of-dalit-man-found-in-fatehpur-3-fingers-also-chopped-off-at-least-8-held-police-48735,"Beheaded body of Dalit man found in Fatehpur, 3 fingers also chopped off; at least 8 held: Police : Outlook Hindi",,IND,dalit,0,,,
2560,https://indianculturalforum.in/2020/05/13/dalit-literature-on-memory-or-death/,Dalit literature: On memory or death,,IND,dalit,0,,,
2571,https://www.deccanherald.com/national/2-dalit-minor-girls-raped-in-separate-incidents-in-rajasthans-jhalawar-840266.html,2 Dalit minor girls raped in separate incidents in Rajasthan's Jhalawar,,IND,dalit,0,,,
2631,https://www.pscp.tv/JaiTDP/1djxXQlQOPzKZ,"Telugu Desam Party: ""Sri &VarlaRamaiah addressing the media about how TDP Dalit Woman Leader was harassed and stopped from filing her nomination papers",,IND,dalit,0,,,
2641,https://timesofindia.indiatimes.com/india/sc-rejects-dalit-district-judges-challenge-to-karnataka-hc-judge-appointment/articleshow/75532845.cms,SC rejects dalit district judge's challenge to Karnataka HC judge appointment | India News - Times of India,,IND,dalit,1,1,,
2647,https://www.hindujagruti.org/news/126136.html,"They demand we worship Babasaheb, not Hindu Deities, says a Dalit family alleging attack by Bhim Army members",,IND,dalit,0,,,
2648,https://indianexpress.com/article/cities/ahmedabad/dalit-youth-commits-suicide-after-threats-over-whatsapp-status-6389503/,Dalit youth â€˜commits suicideâ€™ after threats over WhatsApp status,,IND,dalit,0,,,
2650,https://www.telegraphindia.com/states/jharkhand/coronavirus-a-five-year-old-dalit-girl-died-of-hunger-in-hesatu-village-in-latehar-due-to-covid-19-lockdown/cid/1774012,Coronavirus: A five-year-old Dalit girl died of hunger in Hesatu village in Latehar due to Covid-19 lockdown,,IND,dalit,0,,,
2668,http://jknewstoday.com/teenage-dalit-girl-raped-by-man-in-up/,Teenage Dalit girl raped by man in UP,,IND,dalit,0,,,
2701,https://www.india.com/viral/telangana-men-brutally-assault-and-force-18-year-old-dalit-boy-to-drink-urine-for-daring-to-date-girl-from-their-community-arrested-4037621/,"Telangana Men Brutally Assault And Force 18-Year-Old Dalit Boy to Drink Urine For â€˜Daringâ€™ to Date Girl From Their Community, Arrested",,IND,dalit,0,,,
2718,https://www.thehindu.com/news/national/karnataka/dalit-organisation-leader-killed-in-godak/article31524153.ece,Dalit organisation leader killed in Godak,,IND,dalit,0,,,
2727,https://www.aninews.in/news/national/general-news/chandrababu-naidu-condemns-attack-on-dalit-doctor-demands-action-against-guilty20200517121833/,"Chandrababu Naidu condemns attack on dalit doctor, demands action against guilty",,IND,dalit,0,,,
2738,https://www.tribuneindia.com/news/nation/minor-dalit-rape-victim-kills-herself-after-father-threatened-85198,Minor Dalit rape victim kills herself after father threatened,,IND,dalit,0,,,
2756,https://www.grazia.co.in/fashion/how-this-accessory-brand-is-providing-aid-to-the-dalit-community-4940.html,How This Accessory Brand Is Providing Aid To The Dalit Community,,IND,dalit,0,,,
2759,http://mauce.nl/site/norwegian-black-metal-band-cloth-members-from-stronghold-dalit-and-aspiration-releases-ghost-town-single-and-video/,"Norwegian Black Metal Band â€˜Clothâ€™ (Members from Stronghold, Dalit and Aspiration) Releases â€˜Ghost Townâ€™ Single and Video",,none,none,0,,,
2767,https://timesofindia.indiatimes.com/city/ludhiana/dalits-torture-in-custody-two-cops-suspended-in-punjab/articleshow/75638783.cms,Dalitsâ€™ â€˜tortureâ€™ in custody: Two cops suspended in Punjab | Ludhiana News - Times of India,,IND,dalit,0,,,
2790,http://www.thehawk.in/states/uttar-pradesh/teenage-dalit-girl-raped-by-man-in-up-144049,Teenage Dalit girl raped by man in UP,,IND,dalit,0,,,
2791,https://timesofindia.indiatimes.com/city/jaipur/not-being-allowed-to-draw-water-say-dalits/articleshow/76114524.cms,"Not being allowed to draw water, say Dalits | Jaipur News - Times of India",,IND,dalit,1,1,,
2836,https://www.realindia.exposed/2020/05/the-birth-of-dalit-protagonist-economic_20.html,The Birth of the Dalit Protagonist - Economic and Political Weekly,,IND,dalit,0,,,
2849,https://timesofindia.indiatimes.com/india/Being-called-a-Hindu-is-like-an-abuse-to-me-Dalit-writer/articleshow/5490479.cms,Being called a Hindu is like an abuse to me: Dalit writer | India News - Times of India,,IND,dalit,0,,,
2855,https://www.realindia.exposed/2020/05/14-booked-for-attacking-dalits_23.html,"14 booked for attacking Dalits, molesting woman - Times of India",,IND,dalit,0,,,
2880,https://www.realindia.exposed/2020/05/atrocities-against-dalits-on-rise-ngo_16.html,Atrocities against dalits on rise: NGO - Times of India,,IND,dalit,0,,,
2892,https://www.telugu360.com/private-team-of-doctors-should-treat-dalit-doctor-till-cbi-takes-over-tdp/,Private team of doctors should treat Dalit doctor till CBI takes over: TDP,,IND,dalit,0,,,
2905,https://defence.pk/pdf/threads/dalit-soldier-humiliated-and-told-he-cant-eat-in-the-canteen-with-other-hindus.667618/,Dalit soldier humiliated and told he cant eat in the canteen with other hindus,,IND,dalit,0,,,
2920,https://english.newsnationtv.com/india/news/nitish-kumar-insensitive-towards-dalit-students-says-paswan-over-lathicharge-incident-141507.html,"Nitish Kumar insensitive towards dalit students, says Paswan over lathicharge incident",,IND,dalit,0,,,
2928,https://www.flipkart.com/dalit-vimarsh-sandarb-gandhi-ambedkar/p/itme4f62bd11dd79,DALIT VIMARSH SANDARB GANDHI AND AMBEDKAR: Buy DALIT VIMARSH SANDARB GANDHI AND AMBEDKAR by Giri Raj Kishore at Low Price in India,,none,none,0,,,
2934,https://idsn.org/news/newsletter/,Newsletter - International Dalit Solidarity Network,,IND,dalit,0,,,
2943,https://english.newsnationtv.com/india/news/dalit-group-thrashed-by-mob-victims-allege-police-inaction-143126.html,Dalit group thrashed by mob; victims allege police inaction,,IND,dalit,1,3,,
2944,https://english.newsnationtv.com/india/news/being-targeted-because-i-am-a-dalit-says-sacked-aap-minister-sandeep-kumar-144561.html,"Sandeep Kumar sex tape: Being targeted because I am a Dalit, says sacked AAP minister in Kejriwal Govt",,IND,dalit,1,1,,
2962,https://www.indiatoday.in/india/story/dalit-man-hacked-to-death-in-pune-over-affair-with-upper-caste-girl-1687358-2020-06-10,"20-year-old Dalit man smashed with rods, stones, killed in Pune by family of upper caste girl over affair",,IND,dalit,0,,,
2965,https://indianexpress.com/article/india/uttar-pradesh-dalit-houses-burnt-after-clash-with-muslims-in-jaunpur-village-37-held-6454773/,"Uttar Pradesh: Dalit houses burnt after clash with Muslims in Jaunpur village, 37 held",,IND,dalit,1,3,,
2966,https://thewire.in/caste/maharashtra-dalit-men-killed,"Maharashtra: Two Dalit Men Killed in Separate Incidents, Police 'Acted Late'",,IND,dalit,0,,,
2967,https://swarajyamag.com/news-brief/haryana-man-kills-dalit-woman-after-she-turns-down-his-proposal-of-nikah-victim-was-a-popular-tik-tok-star,Haryana: Man Kills Dalit Woman After She Turns Down His Proposal Of Nikah; Victim Was A Popular Tik Tok Star,,IND,dalit,0,,,
2969,https://tfipost.com/2020/06/muslim-lives-matter-dalit-lives-matter-braindead-bollywood-liberals-use-black-lives-matter-to-peddle-their-agenda/,"'Muslim Lives Matter, Dalit Lives Matter,' Braindead Bollywood liberals use 'Black Lives Matter' to peddle their agenda",,IND,dalit,1,3,,
2981,https://caravanmagazine.in/caste/caste-atrocities-in-tamil-nadu-have-increased-nearly-fivefold-in-lockdown-dalit-organisations,Caste atrocities in Tamil Nadu have increased nearly fivefold in lockdown: Dalit organisations,,IND,dalit,0,,,
2982,https://www.opindia.com/2020/06/dalit-victim-of-the-communal-clashes-in-jaunpur-narrates-attack-by-muslims/,Dalit victim of the communal clashes in Jaunpur narrates attack by Muslims,,IND,dalit,1,3,,
2988,https://scroll.in/latest/964238/pune-dalit-youth-beaten-to-death-over-his-relationship-with-upper-caste-girl-four-arrested,"Pune: Dalit youth beaten to death over his relationship with upper caste girl, four arrested",,IND,dalit,0,,,
2989,https://www.arre.co.in/social-commentary/dalit-teenager-shot-dead-in-up-while-we-tweet-on-blacklivesmatter/,"Dalit Teenager Shot Dead in UP, While We Tweet On #BlackLivesMatter",,IND,dalit,1,2,,
2997,https://www.opindia.com/2020/06/amroha-dalit-boy-killed-upper-caste-men-praying-temple-fact-check/,"Fact check: No, Dalit boy was not killed by upper caste men for praying in temple in Amroha",,IND,dalit,1,2,,
3001,https://www.scoopwhoop.com/news/while-celebs-blindly-say-all-lives-matter-instances-of-dalit-lives-being-crushed/,"While Celebs Blindly Say 'All Lives Matter', Here Are 7 Instances Of Dalit Lives Being Silently Crus",,IND,dalit,1,3,,
3010,https://thewire.in/caste/sankar-killing-madras-high-court,"As Madras HC Acquits Kausalya's Father in Sankar's Killing, Activists Look to Appeal in SC",,IND,dalit,0,,,
3018,https://www.opindia.com/2020/06/fir-filed-against-scroll-journalist-under-sc-st-act-for-misquoting-a-dalit-woman-in-article/,Dalit woman files FIR against Scroll journalist Supriya Sharma for making false claims about her,,IND,dalit,0,,,
3020,https://timesofindia.indiatimes.com/city/kozhikode/14-yr-old-dalit-girl-ends-life-over-missing-online-classes/articleshow/76163517.cms,14-year-old Dalit girl ends life in Kerala over missing online classes | Kozhikode News - Times of India,,IND,dalit,1,3,,
3022,https://www.timesnownews.com/india/article/dalit-houses-burnt-in-jaunpur-day-after-up-cm-invoked-nsa-sp-leader-javed-siddiqui-and-34-others-held/605339,"Dalit houses burnt in Jaunpur: Day after UP CM invoked NSA, SP leader Javed Siddiqui and 34 others held",,IND,dalit,0,,,
3024,https://www.indiatimes.com/news/india/20-yr-old-dalit-youth-allegedly-beaten-to-death-for-relationship-with-upper-caste-girl-in-pune-515255.html,20-Yr-Old Dalit Youth Allegedly Beaten To Death For Relationship With Upper Caste Girl In Pune,,IND,dalit,0,,,
3027,https://www.counterview.net/2020/06/dalits-in-india-blacks-in-us-suffer.html,"Dalits in India, Blacks in US suffer 'similar' humiliation: Macwan drafts letter to Trump",,IND,dalit,1,3,,
3037,https://thewire.in/caste/nepal-dalit-men-lynched,"Nepal: 4 Dalit Men Killed by Upper Caste Mob, Activists Point to History of Discrimination",,IND,dalit,0,,,
3044,https://www.dalitcamera.com/the-thought-of-a-dalit-has-no-value-so-self-respect-precedes-dalitlivesmatter/,"The thought of a Dalit has no value, so self-respect precedes #dalitlivesmatter Part 1-3 Â· Dalit Camera",,IND,dalit,0,,,
3049,https://maktoobmedia.com/2020/06/08/up-dalit-boy-shot-dead-by-upper-caste-family-after-temple-visit-mayawati-demands-justice/,"UP: Dalit boy shot dead by upper-caste family after temple visit, Mayawati demands justice - Maktoob",,IND,dalit,1,1,,
3050,https://lexlimbu.com/blog/2020/06/09/seven-ways-you-can-support-dalit-lives-matter-nepal/,Seven Ways You Can Support Dalit Lives Matter Nepal,,none,dalit,1,2,,
3055,https://caravanmagazine.in/caste/arvind-bansod-dalit-activist-murder,"Dalit activist Arvind Bansod was murdered, not a suicide: Lawyer",,IND,dalit,1,1,,
3072,https://www.recordnepal.com/category-explainers/dalit-deaths-and-the-longevity-of-caste/,Dalit deaths and the longevity of caste - The Record,,IND,dalit,0,,,
3099,https://metrosaga.com/all-lives-matter-a-17-year-old-dalit-boy-got-killed-by-four-youth-in-uttar-pradesh/,All Lives Matter: A 17-Year Old Dalit Boy Got Killed By Four Youth In Uttar Pradesh - MetroSaga,,IND,dalit,1,1,,
3115,https://www.dalitcamera.com/dalit-ring-and-the-brahmin-bag-profiting-from-casteism/,Dalit Ring and the Brahmin Bag: Profiting from Casteism Â· Dalit Camera,,IND,dalit,1,1,,
3124,https://maktoobmedia.com/2020/06/05/in-pictures-casteism-digital-divide-shadow-on-kerala-dalit-students-death/,"In pictures: Casteism, digital divide shadow on Kerala Dalit student's death - Maktoob",,IND,dalit,0,,,
3132,https://www.shethepeople.tv/news/kerala-teen-girl-commits-suicide-online-classes/,Kerala: Unable To Attend Online Classes Dalit Teen Girl Commits Suicide,,IND,dalit,1,3,,
3136,https://www.dalitcamera.com/10th-standard-student-commits-suicide-digital-divide/,10th standard student succumbs to digital divide in Bengal Â· Dalit Camera,,IND,dalit,0,,,
3159,"https://facthunt.in/posts/1197/Was-a-Dalit-teen-shot-dead-for-praying-at-temple-in-Amroha,-UP?","Was a Dalit teen shot dead for praying at temple in Amroha, UP?",,IND,dalit,0,,,
3161,https://thekashmirwalla.com/2020/06/dalit-men-thrashed-tonsured-for-stealing-fan-from-brahmins-house-in-up/,"Dalit men thrashed, tonsured for ""stealing fan from Brahmin's house in UP""",,none,none,0,,,
3171,https://indianexpress.com/article/india/statue-of-manu-from-rajasthan-high-court-dalit-activist-writes-to-sonia-6475637/,"â€˜Remove statue of Manu from Rajasthan High Court, Dalit activist writes to Sonia",,IND,dalit,1,1,,
3180,https://www.dalitcamera.com/cricketer-darren-sammy-calls-out-racism-he-faced-from-ipl-team-members/,Cricketer Darren Sammy calls out racism he faced from IPL team members Â· Dalit Camera,,IND,none,0,,,
3191,https://www.scoopwhoop.com/news/instagram-post-on-a-layman-guide-to-dalit-allyship/,This Instagram Post On Dalit Allyship Talks About How We Can Do Better As A Society,,IND,dalit,0,,,
3207,https://breakingtube.com/crime/jaunpur-brutality-on-dalit-video-sp-leader-javed-siddiqui-arrested/,Jaunpur brutality on Dalit Video SP leader Javed Siddiqui arrested,,IND,dalit,0,,,
3212,https://www.dalitcamera.com/naxals-infiltrated-bjp/,Have Naxals infiltrated the BJP in Dantewada? Â· Dalit Camera,,IND,none,0,,,
3225,https://www.news18.com/news/india/how-an-rti-plea-managed-to-bring-water-to-a-parched-dalit-village-in-madhya-pradesh-at-midnight-2653667.html,How an RTI Plea Managed to Bring Water to a Parched Dalit Village in Madhya Pradesh at Midnight,,IND,dalit,1,1,,
3227,https://www.dalitcamera.com/modi-and-a-beer-the-micro-politics-of-dominations-critical-analysis-of-the-tamil-short-film-modi-and-a-beer/,MODI AND A BEER: THE MICRO POLITICS OF DOMINATIONS Critical analysis of the Tamil short film Â· Dalit Camera,,IND,none,0,,,
3243,https://www.news18.com/news/india/scindia-loyalist-and-ex-congress-mla-attacked-while-visiting-murdered-dalit-boys-family-in-gwalior-2661483.html,Scindia Loyalist and ex-Congress MLA Attacked While Visiting Murdered Dalit Boyâ€™s Family in Gwalior,,IND,dalit,0,,,
3256,https://www.idiva.com/news-opinion/opinion/la-based-jewellery-brand-haati-chai-sells-dalit-rings/18010217,LA Based Jewellery Brand Haati Chai Sells Dalit Rings,,none,dalit,0,,,
3261,https://silverscreenindia.com/movies/features/taraash-a-fascinating-documentary-about-a-dalit-farmer-filmmaker/,â€˜Taraashâ€™ A Fascinating Documentary About A Dalit Farmer-Filmmaker,,IND,dalit,0,,,
3266,https://www.mironline.ca/growling-discontent-the-anti-casteism-of-the-dalit-panthers/,Growling Discontent: The Anti-Casteism of the Dalit Panthers,,IND,dalit,1,1,,
3291,https://idsn.org/key-issues/caste-based-slavery/,Caste-based Slavery - International Dalit Solidarity Network,,IND,dalit,0,,,
3297,https://indianexpress.com/article/india/rajasthan-three-booked-for-casteist-abuses-refusing-to-give-dalit-a-haircut-in-tonk-6454615/,"Rajasthan: Three booked for â€˜casteist abuses, refusing to give Dalit a haircutâ€™ in Tonk",,IND,dalit,1,1,,
3313,https://www.desiblitz.com/content/indian-dalit-man-beaten-to-death-over-intercaste-relationship,Indian Dalit Man beaten to Death over Intercaste Relationship,,IND,dalit,0,,,
3318,https://facthunt.in/posts/1203/Fact-Check:-A-video-from-Gujarat-falsely-shared-as-a-Dalit-girl-assaulted-in-UP-for-taking-water-from-a-well,Fact Check: A video from Gujarat falsely shared as a Dalit girl assaulted in UP for taking water from a well,,IND,dalit,0,,,
3324,https://www.dalitcamera.com/yogi-invokes-nsa-muslim-accused-azamgarh/,Yogi invokes NSA against Muslim accused of Azamgarh violence Â· Dalit Camera,,IND,dalit,0,,,
3344,https://kathmandupost.com/province-no-5/2020/06/25/rupandehi-district-court-remands-in-custody-three-people-arrested-in-connection-with-murder-of-dalit-teen,Rupandehi District Court remands in custody three people arrested in connection with murder of Dalit teen,,IND,dalit,0,,,
3345,https://www.thehindu.com/news/national/other-states/reward-announced-on-17-accused-in-hut-burning-case/article31827870.ece,Reward announced on 17 accused in hut burning case,,IND,dalit,0,,,
3347,https://timesofindia.indiatimes.com/city/hyderabad/inter-caste-marriage-dalit-man-moves-shrc/articleshow/76251001.cms,Inter-caste marriage: Dalit man moves SHRC | Hyderabad News - Times of India,,IND,dalit,0,,,
