ID,URL,Title,body,Country,Group,Protest,Protest_Type,Discrim,Discrim_Type
14,https://www.nationalheraldindia.com/india/gujarat-19-year-old-dalit-woman-gangraped-murdered-found-hanging-from-a-tree,"Gujarat: 19 year old Dalit woman, gangraped, murdered, found hanging from a tree",,IND,dalit,1,3,0,0
20,https://breakingtube.com/social/tent-house-proprietor-refuse-to-give-utensils-a-dalit-in-bareilly/,Tent house proprietor refuse to give utensils a dalit in Bareilly,,IND,dalit,0,0,1,3
22,https://indianexpress.com/article/cities/city-others/gandhinagar-missing-dalit-woman-found-hanging-from-tree-in-modasa-6201261/,Gujarat: â€˜Missingâ€™ Dalit woman found hanging from tree in Modasa,,IND,dalit,0,0,0,0
35,https://www.iamgujarat.com/gujarat/mehsana/dalit-girl-killed-in-modasa-had-been-sodomized/articleshow/74053666.cms,dalit girl killed in modasa had been sodomized,,IND,dalit,0,0,0,0
54,https://www.kalaignarseithigal.com/india/2020/01/11/19-year-old-dalit-woman-gang-raped-and-hanged-in-gujarat,19 Year Old Dalit Woman Gang Raped and Hanged in Gujarat,,IND,dalit,1,1,1,3
75,https://www.newsclick.in/maybe-im-being-barred-delhi-because-i-am-dalit,â€˜Maybe Iâ€™m Being Barred from Delhi Because I am a Dalitâ€™ | NewsClick,,IND,dalit,1,1,1,4
90,https://www.newsclick.in/maybe-im-being-barred-delhi-because-i-am-dalit,"UP Police lathi charge, detain Rahul, Priyanka and others heading towards Hathras to meet Dalit family | SabrangIndia",,IND,dalit,1,1,1,3
94,https://velivada.com/2020/01/03/3rd-january-in-dalit-history-remembering-jaipal-singh-munda/,3rd January in Dalit History,,IND,dalit,0,0,1,3
97,https://www.epw.in/journal/2020/3/book-reviews/being-dalit.html,Being Dalit : Casteism and Radical Dalit Calling,,IND,dalit,0,0,1,3
101,https://www.kalaignarseithigal.com/india/2020/01/13/dalit-youth-who-set-up-ambedkar-study-centre-in-thanjavur-have-been-attacked-by-upper-caste-people,Dalit youth who set up Ambedkar study centre in Thanjavur have been attacked by upper caste people,,IND,dalit,0,0,1,4
103,https://timesofindia.indiatimes.com/blogs/toi-editorials/the-azad-factor-why-the-political-moves-of-a-young-dalit-neta-jailed-repeatedly-are-being-keenly-watched/,"The Azad factor: Why the political moves of a young Dalit neta, jailed repeatedly, are being keenly watched",,IND,dalit,1,3,0,0
108,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/riteish-deshmukh-expresses-anger-over-gujarat-dalit-girls-rape-and-murder-shouts-hang-the-culprits-publicly/articleshow/73186031.cms,"Riteish Deshmukh expresses anger over Gujarat Dalit girl's rape and murder, shouts 'Hang the culprits publicly'",,IND,dalit,0,0,1,3
109,https://indianexpress.com/article/cities/ahmedabad/19-year-old-found-hanging-from-tree-in-modasa-dgp-transfers-dalit-womans-rape-murder-case-to-cid-6223748/,"19-year-old found hanging from tree: Gujarat DGP transfers Dalit womanâ€™s â€˜rape, murderâ€™ case to CID",,IND,dalit,1,3,0,0
110,https://velivada.com/2020/01/30/dalit-pichda-ek-saman-hindu-ho-ya-musalman/,"Dalit Pichda Ek Saman, Hindu Ho Ya Musalman | Velivada",,IND,dalit,0,0,1,3
114,https://www.newsclick.in/Khairlanji-Hathras-Rape-Story-Repeats-Dalit-Women,"From Khairlanji to Hathras, Rape Story Repeats Itself for Dalit Women | NewsClick",,IND,dalit,1,1,1,3
117,https://www.thequint.com/news/india/madhya-pradesh-dalit-man-set-ablaze,Cong-BJP Fight as MP Dalit Man Set Ablaze by 4 Battles for Life,,IND,dalit,0,0,1,3
118,https://www.ndtv.com/telangana-news/3-sentenced-to-death-by-telangana-court-for-rape-murder-of-dalit-woman-2172233,"3 Sentenced To Death By Telangana Court For Rape, Murder Of Dalit Woman",,IND,dalit,1,3,0,0
119,https://breakingtube.com/crime/dalit-youth-dhaniram-ahirwar-burnt-alive-in-sagar-madhya-pradesh-died-in-delhi/,Dalit Youth DhaniRam Ahirwar burnt alive in Sagar Madhya Pradesh died,,IND,dalit,0,0,1,3
130,https://www.scoopwhoop.com/news/19-year-old-dalit-girl-gang-raped-found-hanging-from-a-tree-in-gujarat/,"Netizens Take To Twitter After 19 Yo Girl Dalit Girl, Gang Raped, Murdered, Found Hanging From A Tre",,IND,dalit,1,1,1,3
134,https://thewire.in/rights/modasa-gangrape-murder-case-investigation-discrepancies,"Weeks After Rape and Murder of Dalit Woman, Modasa Case Still Shrouded in Mystery",,IND,dalit,1,3,1,3
141,https://frontline.thehindu.com/cover-story/targeted-violence/article30565035.ece,Violence targeted at Dalit and Muslim students,,IND,dalit,0,0,1,3
147,https://www.theyouth.in/2020/01/24/shocking-incident-dalit-man-who-burnt-alive-by-muslim-men-in-sagar-mp-dies-in-delhi-hospital/,"Shocking incident: Dalit man, who burnt alive by Muslim men in Sagar, MP, dies in Delhi hospital",,IND,dalit,0,0,1,3
166,https://www.iamgujarat.com/gujarat/rajkot/dalit-man-was-not-allowed-use-crematorium-in-mangrol/articleshow/75319958.cms,dalit man was not allowed use crematorium in mangrol,,IND,dalit,0,0,1,4
176,https://www.sabrangindia.in/article/dalit-activists-who-have-been-fighting-good-fight,Dalit activists who have been fighting the good fight | SabrangIndia,,IND,dalit,1,3,1,4
182,https://indianexpress.com/article/india/sc-agrees-to-examine-plea-seeking-scheduled-caste-status-for-dalit-christians-6206583/,SC agrees to examine plea seeking Scheduled Caste status for Dalit Christians,,IND,dalit,0,0,1,4
199,https://www.financialexpress.com/india-news/sc-agrees-to-examine-plea-seeking-scheduled-caste-status-for-dalit-christians/1817114/,SC agrees to examine plea seeking scheduled caste status for Dalit Christians,,IND,dalit,0,0,1,4
200,https://indianexpress.com/article/india/international-study-centre-better-than-tallest-statue-for-dalit-icon-vba-chief-prakash-ambedkar-6228919/,International study centre better than tallest statue for Dalit icon: VBA chief Prakash Ambedkar,,IND,dalit,0,0,0,0
205,https://indianculturalforum.in/2020/01/06/dalit-struggle-and-art/,Dalit struggle and art,,IND,dalit,0,0,0,0
214,https://intpolicydigest.org/2020/01/15/the-position-of-dalit-women-in-indian-society/,The Position of Dalit Women in Indian Society,,IND,dalit,1,1,1,4
234,https://www.news18.com/news/india/cop-among-four-arrested-for-16-year-old-dalit-girls-rape-in-odisha-2472453.html,Cop Among Four Arrested for 16-year-old Dalit Girl's Rape in Odisha,,IND,dalit,0,0,1,3
243,https://indianexpress.com/article/cities/lucknow/up-dalit-minor-raped-and-murdered-2-held-6210732/,"UP: 6-year-old Dalit girl â€˜rapedâ€™ and murdered, 2 held",,IND,dalit,0,0,1,3
244,https://newsable.asianetnews.com/india/days-after-anti-superstition-bill-came-into-force-in-karnataka-dalit-woman-tied-to-pole-as-part-of-sidi-ritual-q4to9o,"Days after anti-superstition bill came into force in Karnataka, Dalit woman tied to pole as part of Sidi ritual",,IND,dalit,0,0,1,3
271,https://yourstory.com/herstory/2020/01/differently-abled-dalit-woman-tn-election,"Meet Saranya Kumari, a differently-abled Dalit woman who won the TN local body elections",,IND,dalit,0,0,0,0
272,https://counterview.org/2020/01/24/the-story-of-the-constitution-of-india-as-a-house-building-to-be-told-on-jan-25-at-dalit-shakti-kendra/,The story of the Constitution of India as a House Building: To be told on Jan 25 at Dalit Shakti Kendra,,IND,dalit,0,0,1,4
280,https://www.outlookindia.com/website/story/india-news-madhya-pradesh-dalit-youth-set-on-fire-by-four-neighbours/345907,Madhya Pradesh: Dalit Youth Set On Fire By Four Neighbours,,IND,dalit,0,0,1,3
293,https://www.newindianexpress.com/states/tamil-nadu/2020/jan/02/house-of-suspect-in-dalit-boys-murder-vandalised-2083918.html,House of suspect in Dalit boyâ€™s murder vandalised,,IND,dalit,0,0,1,3
301,https://sabrangindia.in/article/acquittal-babri-accused-gang-rape-dalit-woman-are-interlinked-have-roots-history,"Acquittal of Babri accused, gang rape of UP Dalit woman are interlinked; have roots in the history | SabrangIndia",,IND,dalit,0,0,1,3
315,https://indianexpress.com/article/india/top-court-notice-to-centre-on-plea-for-sc-status-for-dalit-christians/,Top court notice to Centre on plea for SC status for Dalit Christians,,IND,dalit,0,0,1,3
340,https://www.indiatvnews.com/news/india/7-year-old-girl-raped-by-neigbhour-in-noida-s-khushedpura-arrested-580087,"7-year-old girl raped by neigbhour in Noida's Khushedpura, arrested",,IND,dalit,0,0,1,3
356,https://www.newsclick.in/rohith-vemula-was-not-dalit-committed-suicide-because-he-was-troubled-says-inquiry-panel,"Rohith Vemula was Not a Dalit; Committed Suicide Because He was Troubled, Says Inquiry Panel | NewsClick",,IND,dalit,0,0,1,3
367,https://newsable.asianetnews.com/video/india-news/dalit-swabhiman-sangharsh-pays-tribute-to-rohith-vemula-oppose-caa-nrc-q492f0,"Dalit Swabhiman Sangharsh pays tribute to Rohith Vemula; oppose CAA, NRC",,IND,dalit,1,3,1,3
388,https://timesofindia.indiatimes.com/city/rajkot/police-to-lodge-fir-in-death-of-missing-dalit-girl/articleshow/73127685.cms,Police to lodge FIR in death of missing dalit girl | Rajkot News - Times of India,,IND,dalit,1,2,1,3
424,https://www.dtnext.in/News/TamilNadu/2020/01/11004203/1208802/Teacher-gets-jail-for-forcing-Dalit-student-to-remove-.vpf,Teacher gets jail for forcing Dalit student to remove excreta,,IND,dalit,0,0,1,3
429,https://www.newskarnataka.com/shimoga/dalit-association-protests-against-caa-nrc-in-shivamogga,"Dalit association protests against CAA, NRC in Shivamogga",,IND,dalit,1,3,1,3
430,http://www.thehawk.in/crime-news/cop-among-four-arrested-for-16-year-old-dalit-girls-rape-124362,Cop Among Four Arrested For 16-Year-Old Dalit Girl's Rape,,IND,dalit,0,0,1,3
455,https://www.republicworld.com/india-news/law-and-order/three-men-get-death-penalty-for-raping-and-murdering-dalit-woman-in-t,Three men get death penalty for raping and murdering Dalit woman in Telangana - Republic World,,IND,dalit,0,0,1,3
464,https://www.hindustantimes.com/cities/nia-probe-into-bhima-koregaon-case-bjp-mva-face-off-over-urban-naxal-narrative-ncp-tries-to-shore-dalit-votes/story-fHXrughszU3EYFpslvAUVM.html,"NIA probe into Bhima-Koregaon case: BJP, MVA face off over â€˜urban naxalâ€™ narrative, NCP tries to shore Dalit votes",,IND,dalit,1,3,1,3
479,https://www.news18.com/news/india/dalit-youth-set-ablaze-in-mps-sagar-dist-panel-asks-cops-to-submit-report-shift-victim-to-delhi-hospital-2467687.html,"Dalit Youth Set Ablaze in MP's Sagar Dist: Panel Asks Cops to Submit Report, Shift Victim to Delhi Hospital",,IND,dalit,0,0,1,3
481,https://timesofindia.indiatimes.com/city/jaipur/after-poll-snub-dalit-basti-residents-demand-road-link/articleshow/73219285.cms,"After poll snub, Dalit basti residents demand road link | Jaipur News - Times of India",,IND,dalit,1,2,0,0
496,https://www.eastcoastdaily.in/2020/01/19/mob-violence-dalit-man-burnt-alive-by-four.html,Mob Violence: Dalit man burnt alive by four,,IND,dalit,0,0,1,3
505,https://threadreaderapp.com/thread/1222408339054718977.html,"Thread by &swati_gs: Went to the house of Dhaniram Ahirwar yesterday in MP. A dalit, he was allegedly burnt to death by neighbours. Near total silence of Englishâ€¦",,IND,dalit,0,0,1,3
509,https://www.devdiscourse.com/article/politics/850653-dalit-mans-death-bjp-accuses-mp-govt-of-minority-appeasement,Dalit man's death: BJP accuses MP govt of minority appeasement,,IND,dalit,1,3,1,3
511,https://www.realindia.exposed/2020/01/una-dalit-family-seeks-deportation-to.html,Una: Dalit Family Seeks Deportation To A Country â€œWhere They Feel Equalâ€ - Youth Ki Awaaz,,IND,dalit,0,0,1,3
522,https://www.devdiscourse.com/article/national/836609-mp-dalit-man-set-ablaze-by-4-battles-for-life-cong-bjp-fight,"MP Dalit man set ablaze by 4 battles for life, Cong-BJP fight",,IND,dalit,0,0,1,3
524,http://kashmirindepth.com/three-men-get-death-for-raping-murdering-dalit-woman-in/,"Three men get death for raping, murdering Dalit woman in",,IND,dalit,0,0,1,3
526,https://www.realindia.exposed/2020/01/four-dalit-women-raped-every-day-why_19.html,Four Dalit Women Raped Every Day: Why Caste Matters In Sexual Assault - The Logical Indian,,IND,dalit,0,0,1,3
532,https://www.realindia.exposed/2020/01/5-lakh-at-bhima-koregaons-mega-dalit.html,"5 lakh at Bhima Koregaonâ€™s mega Dalit event near Pune, Internet shut down - Hindustan Times",,IND,dalit,0,0,0,0
534,https://www.news18.com/news/india/priests-purify-temple-after-dalit-ministers-visit-306229.html,Priests 'purify' temple after Dalit minister's visit,,IND,dalit,0,0,1,3
535,http://www.theweekendleader.com/Headlines/48123/sc-to-examine-plea-seeking-reservation-for-dalit-christians.html,SC to examine plea seeking reservation for Dalit Christians,,IND,dalit,0,0,1,4
538,https://www.realindia.exposed/2020/01/the-position-of-dalit-women-in-indian.html,The Position of Dalit Women in Indian Society - International Policy Digest,,IND,dalit,0,0,0,0
558,https://www.realindia.exposed/2020/01/coimbatore-free-classes-help-dalit.html,Coimbatore: Free classes help Dalit students improve proficiency in English - The New Indian Express,,IND,dalit,0,0,0,0
559,https://www.realindia.exposed/2020/01/was-not-allowed-to-enter-temple-dalit.html,Was not allowed to enter temple: Dalit minister informs HP Assembly - The Tribune,,IND,dalit,0,0,1,3
573,http://newswallets.com/index.php/2020/01/10/subhash-chopra-gives-congress-membership-to-many-dalit-leaders-from-bjp-and-aam-aadmi-party/,Subhash Chopra gives Congress membership to many Dalit leaders from BJP and Aam Aadmi Party,,none,dalit,0,0,0,0
577,https://www.realindia.exposed/2020/01/79-scs-and-61-obcs-accessed-shelter.html,"â€œ79% SCs and 61% OBCs accessed shelter homes during Bihar Flood 2019â€, says Inclusion Monitoring study by National Dalit Watch",,IND,dalit,0,0,0,0
637,https://defence.pk/pdf/threads/una-case-dalit-victims-ask-president-to-deport-them-to-country-where-they-will-not-face-discriminat.649626/,Una case: Dalit Victims ask president to deport them to country where they will not face discriminat,,IND,dalit,0,0,1,3
640,https://www.ramrojob.com/field-officer-12,Nepal National Dalit Social Welfare Organization - Recent Job Vacancy Nepal - Field Officer,,none,dalit,0,0,1,3
660,https://www.business-standard.com/article/news-ani/rahul-gandhi-goes-to-dalit-households-for-a-picnic-baba-ramdev-114042600232_1.html,Rahul Gandhi goes to Dalit households for a picnic: Baba Ramdev,,IND,dalit,0,0,0,0
690,https://www.forwardpress.in/2020/02/165-years-ago-first-female-dalit-writer-wrote-about-the-grief-of-the-mangs-and-the-mahars/,"165 years ago, first female Dalit writer wrote about the â€˜grief of the Mangs and the Maharsâ€™",,IND,dalit,0,0,1,3
697,https://www.ndtv.com/india-news/2-dalit-men-accused-of-theft-beaten-up-in-rajasthan-2182832,"2 Dalit Brothers, Accused Of Theft, Stripped And Tortured In Rajasthan",,IND,dalit,0,0,1,3
719,https://thefederal.com/the-eighth-column/can-ravans-bhim-army-forge-dalit-unity-across-india/,Can Ravanâ€™s Bhim Army forge Dalit unity across India? - The Federal,,IND,dalit,1,3,0,0
721,https://indianexpress.com/article/opinion/columns/dalitality-indian-constitution-b-r-ambedkar-6258199/,Can India survive without Dalits?,,IND,dalit,0,0,1,3
725,https://www.thequint.com/videos/caa-nrc-protests-violence-bjp-govt-dalit-documents,Manoranjan Byapari dalit activistÂ  interview with The Quint on Anti CAA NRC protests in India. Byapari says that Anti CAA NRC Protests to continue for long.,,IND,dalit,1,3,1,4
726,https://www.thequint.com/news/india/24-year-old-dalit-villupuram-tamil-nadu-lynched-mob-squatted-defecate-vanniyar,24-year-old Dalit man lynched near Villupuram in Tamil Nadu,,IND,dalit,0,0,1,3
735,https://thewire.in/caste/rajasthan-after-dalit-man-dies-in-custody-cops-face-murder-charges,"Rajasthan: After Dalit Man Dies in Custody, Cops Face Murder Charges",,IND,dalit,1,3,1,4
736,https://thewire.in/caste/dalit-assault-case-activists-say-police-had-accused-register-firs-against-victims,Dalit Assault Case: Activists Say Police Had Accused Register FIRs Against Victims,,IND,dalit,0,0,1,3
737,https://www.timesnownews.com/mirror-now/crime/article/gujarat-dalit-armyman-rides-mare-on-wedding-day-pelted-with-stones-in-police-presence/554556,Gujarat: Dalit armyman rides mare on wedding day; pelted with stones in police presence,,IND,dalit,0,0,1,3
745,https://scroll.in/latest/953307/tamil-nadu-dalit-youth-lynched-in-villupuram-for-defecating-by-roadside-seven-arrested,Tamil Nadu: 24-year-old Dalit youth lynched in Villupuram for defecating by roadside,,IND,dalit,0,0,1,3
747,https://www.news18.com/news/india/dalit-youth-urges-supreme-court-for-law-to-block-quota-benefits-for-kin-of-legislators-and-bureaucrats-2509057.html,Dalit Youth Urges Supreme Court for Law to Block Quota Benefits for Kin of Legislators and Bureaucrats,,IND,dalit,1,1,1,4
751,https://www.epw.in/engage/discussion/did-gandhi-and-ambedkar-share-similar-beliefs,Did Gandhi and Ambedkar Share Similar Beliefs for Dalit Emancipation?,,IND,dalit,0,0,1,4
760,https://www.thequint.com/news/india/madhya-pradesh-forest-staff-open-fire-during-minor-dispute-kill-dalit-man,15 Madhya Pradesh Forest Officials Booked for Allegedly Firing at & Killing Dalit Man,,IND,dalit,1,3,1,4
761,https://www.republicworld.com/election-news/delhi-assembly-elections/top-congress-leaders-rallies-to-focus-on-dalit-muslim-and-purvanchal,"Delhi polls: Top Congress leaders' rallies to focus on Dalit, Muslim & Purvanchal voters - Republic World",,IND,dalit,0,0,1,4
764,https://www.ndtv.com/india-news/7-arrested-nobody-will-be-spared-ashok-gehlot-on-nagaur-dalit-thrashing-incident-2183221,"7 Arrested, Nobody Will Be Spared: Ashok Gehlot On Nagaur Dalit Thrashing Incident",,IND,dalit,0,0,1,3
769,https://www.tribuneindia.com/news/nation/7-arrested-for-dalit-torture-in-rajasthans-nagaur-protest-in-assembly-44573,7 arrested for Dalit torture in Rajasthanâ€™s Nagaur; protest in Assembly,,IND,dalit,1,3,1,3
772,https://www.indiatoday.in/india/story/trustees-ram-temple-trust-dalit-says-amit-shah-1643460-2020-02-05,"15 trustees in Ram Temple trust, 1 to be Dalit: Amit Shah",,IND,dalit,0,0,0,0
779,https://www.news18.com/news/india/dalit-man-lynched-in-tamil-nadu-for-defecating-in-field-owned-by-man-from-dominant-caste-2502825.html,Dalit Man Lynched in Tamil Nadu for Defecating in Field Owned by Man From Dominant Caste,,IND,dalit,0,0,1,3
780,https://www.nationalheraldindia.com/india/gujarat-stone-pelting-at-dalit-army-mans-wedding-procession-because-he-rode-a-mare,Gujarat: Stone pelting at Dalit Army manâ€™s wedding procession because he rode a mare,,IND,dalit,0,0,1,3
797,https://www.sabrangindia.in/article/dalit-groups-call-bharat-bandh-post-sc-order-reservations,Dalit groups call for Bharat Bandh post SC order on reservations | SabrangIndia,,IND,dalit,1,1,1,3
806,https://www.thehindu.com/news/national/other-states/14-forest-officials-booked-for-shooting-dead-dalit-man-in-madhya-pradesh/article30841991.ece,14 forest officials booked for â€˜shooting deadâ€™ Dalit man in Madhya Pradesh,,IND,dalit,0,0,1,3
826,https://hwnews.in/news/national-news/dalit-men-stripped-beaten-screwdriver-inserted-in-private-parts-on-suspicion-of-theft-in-rajasthan/125981,"Dalit Men Stripped, Beaten, Screwdriver Inserted In Private Parts On Suspicion of Theft In Rajasthan | HW English",,IND,dalit,0,0,1,3
828,https://www.newindianexpress.com/states/tamil-nadu/2020/feb/15/dalit-minor-girl-made-to-clean-school-toilet-by-headmistress-allege-parents-2103785.html,"Dalit minor girl made to clean school toilet by headmistress, allege parents",,IND,dalit,0,0,1,3
832,https://www.newsbytesapp.com/timeline/India/57271/266605/in-ram-mandir-trust-kameshwar-chaupal-only-dalit-member,"Who is Kameshwar Chaupal, Ram Mandir trust's Dalit member?",,IND,dalit,0,0,0,0
845,https://www.ndtv.com/india-news/communist-party-of-india-dalits-tribals-disappointed-over-supreme-court-ruling-on-reservation-2177906,"Communist Party of India: Dalits, Tribals Disappointed Over Supreme Court Ruling On Reservation",,IND,dalit,0,0,1,3
855,https://www.newindianexpress.com/nation/2020/feb/21/after-youths-horrific-torture-dalit-politics-intensifies-in-rajasthan-as-parties-make-beeline-at-nagaur-2106685.html,"After youth'sÂ horrific torture, Dalit politics intensifies in Rajasthan as parties make beeline atÂ N",,IND,dalit,0,0,1,3
884,https://www.hindustantimes.com/india-news/was-warned-against-reporting-assault-says-nagaur-victim/story-mqKlqVswFZatlMs2PAoRDM.html,â€˜Reported as video went viralâ€™: Rajasthan Dalit man violated with screwdriver,,IND,dalit,0,0,1,3
892,https://www.newindianexpress.com/nation/2020/feb/20/oiled-screwdriver-inserted-two-dalits-caught-stealing-money-beaten-up-tortured-in-rajasthan-2106049.html,Petrol-dipped screwdriver inserted intoÂ Dalit man tortured for theft in Rajasthan,,IND,dalit,1,1,1,3
897,https://www.news18.com/news/india/once-in-spotlight-for-laying-temples-foundation-this-dalit-boy-has-now-been-nominated-in-ayodhya-trust-2489159.html,"Once in Spotlight for Laying Foundation of Ram Temple, This Dalit Boy Has Now Been Nominated in Ayodhya Trust",,IND,dalit,0,0,1,3
901,https://indianexpress.com/article/cities/ahmedabad/rajkot-gang-rape-case-congress-bjp-6290290/,"Two BJP and Congress leaders, friend booked for â€˜rapingâ€™ Dalit woman",,IND,dalit,0,0,1,3
933,https://www.tribuneindia.com/news/jalandhar/dalit-bodies-take-out-rally-against-caa-nrc-42353,"Dalit bodies take out rally against CAA,NRC",,IND,dalit,1,3,1,3
935,https://www.thenewsminute.com/article/caste-murder-dalit-man-tn-govt-told-pay-rs-25-lakh-inaction-118187,Caste murder of Dalit man in TN: Govt told to pay Rs 25 lakh for inaction,,IND,dalit,0,0,1,3
939,https://www.indiatvnews.com/news/india/up-bjp-mla-surendra-singh-son-hazari-singh-accused-of-assaulting-dalit-employee-590669,UP BJP MLA's son accused of assaulting Dalit employee,,IND,dalit,1,3,1,3
948,https://www.ndtv.com/cities/stones-thrown-at-dalit-groom-for-riding-horse-in-wedding-gujarat-cops-2181109,Stones Thrown At Dalit Groom For Riding Horse In Wedding: Gujarat Cops,,IND,dalit,0,0,1,3
952,https://www.indiatoday.in/india/story/barmer-custodial-death-dalit-victim-family-continue-protest-autopsy-not-yet-done-1651146-2020-02-29,"Barmer custodial death: Dalit victim's family continue protest, autopsy not yet done",,IND,dalit,1,1,1,3
954,https://www.news18.com/news/india/three-dalit-men-assaulted-in-rajasthan-5-arrested-third-such-case-in-about-a-month-2512089.html,3 Dalit Men Accused of Stealing Donkeys Assaulted in Rajasthan; 5 People Arrested after Video Surfaces,,IND,dalit,0,0,1,4
956,https://www.business-standard.com/article/current-affairs/if-growth-falters-dalit-social-mobility-will-be-hurt-says-amit-ahuja-120021501177_1.html,"If growth falters, Dalit social mobility will be hurt, says Amit Ahuja",,IND,dalit,0,0,1,4
976,https://www.sabrangindia.in/article/ram-mandir-trust-five-gurus-doctor-lawyer-royal-and-dalit,"Ram Mandir Trust: Five â€˜gurusâ€™, a doctor, a lawyer, a â€˜royalâ€™ and a Dalit | SabrangIndia",,IND,dalit,0,0,0,0
986,https://www.hindustantimes.com/kolkata/dalit-woman-alleges-gang-rape-by-cops-in-gorakhpur-hotel-police-denies-charges/story-URmcWrFteWvCn6xN197RmI.html,"Dalit woman alleges gang rape by cops in Gorakhpur hotel, police denies charges",,IND,dalit,1,3,1,4
999,https://news.abplive.com/news/india/ram-temple-trust-one-of-the-15-trustees-to-be-dalit-says-hm-amit-shah-1154036,"Ram Temple Trust: One Of The 15 Trustees To Be Dalit, Says HM Amit Shah",,IND,dalit,0,0,0,0
1015,https://www.orissapost.com/bjp-mlas-son-accused-of-thrashing-dalit-employee/,BJP MLAâ€™s son accused of thrashing Dalit employee - OrissaPOST,,IND,dalit,1,3,1,3
1023,https://www.ndtv.com/aurangabad-news/dalit-woman-dies-after-being-set-on-fire-by-neighbour-in-maharashtra-2176118,Dalit Woman Dies After Being Set On Fire By Neighbour In Maharashtra,,IND,dalit,0,0,1,3
1040,https://www.theweek.in/news/india/2020/02/05/ram-mandir-trust-to-be-autonomous-adityanath.html,"Ram mandir trust to be autonomous; to have 15 members, including a dalit: Shah",,IND,dalit,0,0,0,0
1055,https://www.news18.com/news/india/upper-caste-men-in-gujarat-district-object-to-dalit-groom-on-horseback-throw-stones-2503355.html,"Upper Caste Men in Gujarat District Object to Dalit Groom on Horseback, Throw Stones",,IND,dalit,0,0,1,3
1074,https://tricitytoday.com/news/dalit-girl-threatens-to-throw-acid-when-she-refuses-to-touch-her-private-part-5984.html,Dalit girl threatens to throw acid when she refuses to touch her private part,,IND,dalit,0,0,1,3
1077,https://sahiwal.tv/dalit-couple-reached-temple-after-marriage-villagers-lock-it/,"Dalit couple reached temple after marriage, villagers lock it - Sahiwal",,IND,dalit,0,0,0,0
1084,https://simplicity.in/news-detail.php?nid=62254,Dalit student forced to clean toilet in School; parents complain to District Collector,,IND,dalit,1,1,1,3
1102,https://timesofindia.indiatimes.com/city/dehradun/dalit-girls-rape-murder-ncsc-asks-doon-dm-ssp-to-be-present-during-case-hearing/articleshow/74181154.cms,"Dalit girlâ€™s rape & murder in Dehradun: NCSC asks Doon DM, SSP to be present during case hearing",,IND,dalit,0,0,1,3
1109,https://indiaeducationdiary.in/second-dalit-literature-festival-welcomes-authors-from-country-and-abroad/,Second Dalit Literature Festival Welcomes Authors from Country and Abroad - India Education Diary,,IND,dalit,0,0,1,3
1112,https://www.firstpost.com/india/woman-arrested-in-bengaluru-for-holding-kashmir-mukti-dalit-mukti-muslim-mukti-placard-at-right-wing-rally-remanded-to-14-days-judicial-custody-8072621.html,"Woman arrested in Bengaluru for holding 'Kashmir Mukti, Dalit Mukti, Muslim Mukti' placard at right-wing rally, remanded to 14-days judicial custody",,IND,dalit,1,3,1,4
1118,https://www.thehansindia.com/telangana/hyderabad-all-india-scheduled-castes-rights-protection-society-has-alleged-that-both-centre-state-ignoring-dalit-welfare-604929,Hyderabad: All India Scheduled Castes Rights Protection Society has alleged that Both Centre & State ignoring Dalit welfare,,IND,dalit,0,0,1,4
1119,https://www.en.etemaaddaily.com/world/national/15-trustees-in-ram-temple-trust-one-to-be-dalit-amit-shah:70729,15 trustees in Ram Temple trust; one to be Dalit: Amit Shah,,IND,dalit,0,0,0,0
1125,http://myrepublica.nagariknetwork.com/news/86810/,Dalit children drop out of school due to poverty,,IND,dalit,0,0,1,3
1132,https://ahmedabadmirror.indiatimes.com/ahmedabad/crime/dalit-youth-hangs-himself-in-police-custody/articleshow/74308520.cms,Dalit youth hangs himself in police custody,,IND,dalit,0,0,0,0
1146,https://www.thestatesman.com/india/video-of-2-dalit-youth-being-beaten-sparks-political-stir-bjp-rlp-take-on-ruling-congress-1502857944.html,"Video of 2 Dalit youth being beaten sparks political stir; BJP, RLP take on ruling Congress",,IND,dalit,1,3,1,3
1150,https://thefederal.com/news/15-trustees-in-ram-temple-trust-one-to-be-dalit-says-hm-amit-shah/,"15 trustees in Ram Temple trust; one to be Dalit, says HM Amit Shah - The Federal",,IND,dalit,0,0,0,0
1165,https://www.thehindu.com/news/national/tamil-nadu/marginal-hike-in-scholarships-says-dalit-body/article30722155.ece,"Marginal hike in scholarships, says Dalit body",,IND,dalit,0,0,0,0
1171,https://www.timesnownews.com/india/article/15-trustees-in-ram-temple-trust-one-to-be-dalit-says-home-minister-amit-shah/549768,"15 trustees in Ram Temple trust; one to be Dalit, says Home Minister Amit Shah",,IND,dalit,0,0,0,0
1193,https://www.hindustantimes.com/india-news/news-updates-from-hindustan-times-2-dalit-men-beaten-stripped-for-alleged-theft-in-rajasthan-5-arrested-cops-and-all-the-latest-news/story-hu7DVNNcZ1IYSLiE0vHM5L.html,"News updates from Hindustan Times| Five arrested for beating, stripping Dalit men for alleged theft in Rajasthan, say police and all the latest news",,IND,dalit,0,0,1,3
